hospital,address,service_name,price,duration,discount,treatment_type,duration_minutes,service_name_translated
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
B+ INSTITUT azul,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Majô Lago Norte,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
MORENA MULHER SANTA FÉ,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
MORENA MULHER NORTE SUL,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Nathane Chaves Estética Avançada,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Juliane Alves Micropigmentação,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT - BOLSA OCULAR,790,(20 minutos),,Ultraformer MPT,20,Ultraformer MPT - BOLSA OCULAR
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(120 minutos),,Ultraformer MPT,120,Ultraformer MPT- ABDOMEN INFERIOR***FLACIDEZ ou QUEIMA de GORDURA
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA,4.29,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT- ABDOMEN SUPERIOR***FLACIDEZ ou QUEIMA de GORDURA
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT- BICHECTOMIA,1.35,(40 minutos),,Ultraformer MPT,40,Ultraformer MPT- BICHECTOMIA
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - TERÇO MÉDIO,2.772,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - TERÇO MÉDIO
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - ABDOME,3.588,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - ABDOME
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - CULOTE / BANANINHA,2.277,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - CULOTE / BANANINHA
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - FOX EYES,1.648,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - FOX EYES
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",ULTRAFORMER MPT - INT COXA,2.92,(60 minutos),,Ultraformer MPT,60,ULTRAFORMER MPT - INT COXA
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,650,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
Depyl House Fotodepilação e Estética,"Rua Esmeralda, 47, Aclimação",Ultraformer MPT,2,(60 minutos),,Ultraformer MPT,60,Ultraformer MPT
